num_violated_rows,pct_violated_rows,num_denominator_rows,execution_time,query_text,check_name,check_level,check_description,cdm_table_name,cdm_field_name,concept_id,unit_concept_id,sql_file,category,subcategory,context,warning,error,checkid,is_error,not_applicable,failed,passed,not_applicable_reason,threshold_value,notes_value
0,0,1,2026-07-22 07:04:35.602108,null,cdmField,FIELD,The number and percent of expected CDM fields that are missing or unavailable.,COST,PAID_BY_PATIENT,null,null,cdmField.sql,Conformance,Relational,COST.PAID_BY_PATIENT,null,null,dqd_cdmField_COST_PAID_BY_PATIENT,0,0,0,1,null,0.15,null
0,0,1,2026-07-22 07:04:35.602108,null,cdmField,FIELD,The number and percent of expected CDM fields that are missing or unavailable.,COST,PAID_BY_PAYER,null,null,cdmField.sql,Conformance,Relational,COST.PAID_BY_PAYER,null,null,dqd_cdmField_COST_PAID_BY_PAYER,0,0,0,1,null,0.15,null
0,0,1,2026-07-22 07:04:35.602108,null,cdmField,FIELD,The number and percent of expected CDM fields that are missing or unavailable.,COST,PAID_BY_PRIMARY,null,null,cdmField.sql,Conformance,Relational,COST.PAID_BY_PRIMARY,null,null,dqd_cdmField_COST_PAID_BY_PRIMARY,0,0,0,1,null,0.15,null
0,0,1,2026-07-22 07:04:35.602108,null,cdmField,FIELD,The number and percent of expected CDM fields that are missing or unavailable.,COST,PAID_DISPENSING_FEE,null,null,cdmField.sql,Conformance,Relational,COST.PAID_DISPENSING_FEE,null,null,dqd_cdmField_COST_PAID_DISPENSING_FEE,0,0,0,1,null,0.15,null
0,0,1,2026-07-22 07:04:35.602108,null,cdmField,FIELD,The number and percent of expected CDM fields that are missing or unavailable.,COST,PAID_INGREDIENT_COST,null,null,cdmField.sql,Conformance,Relational,COST.PAID_INGREDIENT_COST,null,null,dqd_cdmField_COST_PAID_INGREDIENT_COST,0,0,0,1,null,0.15,null
0,0,1,2026-07-22 07:04:35.602108,null,cdmField,FIELD,The number and percent of expected CDM fields that are missing or unavailable.,COST,PAID_PATIENT_COINSURANCE,null,null,cdmField.sql,Conformance,Relational,COST.PAID_PATIENT_COINSURANCE,null,null,dqd_cdmField_COST_PAID_PATIENT_COINSURANCE,0,0,0,1,null,0.15,null
0,0,1,2026-07-22 07:04:35.602108,null,cdmField,FIELD,The number and percent of expected CDM fields that are missing or unavailable.,COST,PAID_PATIENT_COPAY,null,null,cdmField.sql,Conformance,Relational,COST.PAID_PATIENT_COPAY,null,null,dqd_cdmField_COST_PAID_PATIENT_COPAY,0,0,0,1,null,0.15,null
0,0,1,2026-07-22 07:04:35.602108,null,cdmField,FIELD,The number and percent of expected CDM fields that are missing or unavailable.,COST,PAID_PATIENT_DEDUCTIBLE,null,null,cdmField.sql,Conformance,Relational,COST.PAID_PATIENT_DEDUCTIBLE,null,null,dqd_cdmField_COST_PAID_PATIENT_DEDUCTIBLE,0,0,0,1,null,0.15,null
0,0,1,2026-07-22 07:04:35.602108,null,cdmField,FIELD,The number and percent of expected CDM fields that are missing or unavailable.,COST,PAYER_PLAN_PERIOD_ID,null,null,cdmField.sql,Conformance,Relational,COST.PAYER_PLAN_PERIOD_ID,null,null,dqd_cdmField_COST_PAYER_PLAN_PERIOD_ID,0,0,0,1,null,0.15,null
0,0,1,2026-07-22 07:04:35.602108,null,cdmField,FIELD,The number and percent of expected CDM fields that are missing or unavailable.,COST,REVENUE_CODE_CONCEPT_ID,null,null,cdmField.sql,Conformance,Relational,COST.REVENUE_CODE_CONCEPT_ID,null,null,dqd_cdmField_COST_REVENUE_CODE_CONCEPT_ID,0,0,0,1,null,0.15,null
